# The dang cho duyet — sinh boi /kb-cards
# 4 cot: mat_truoc <TAB> mat_sau <TAB> tags <TAB> file_dich
# Xoa dong nao khong thich, sua truc tiep dong nao can sua.
# Duyet xong: npm run anki:accept
100 nghìn khách, bật SCD Type 2 cho một cột tính lại <b>hằng ngày</b> — sau một năm dimension có bao nhiêu dòng?	<b>36,5 triệu</b> (100.000 × 365). Nếu chỉ <code>khu_vuc</code> là Type 2 thì chỉ 200 nghìn — chênh <b>182 lần</b>, đến từ đúng một cột đặt sai chỗ.<br><small>case-studies/dimension-phinh-365-lan.md</small>	case-study scd mini-dimension	data-modeling-basic.tsv
Dimension phình dần, query chậm dần — vì sao chẩn đoán "vấn đề hạ tầng" là sai?	Nâng cấp chỉ <b>mua thêm thời gian</b>; số dòng vẫn tăng tuyến tính theo ngày. Câu hỏi tách bạch: <i>"số khách hàng có tăng không?"</i> Không → đây là lỗi <b>mô hình sinh dòng</b>, không phải dữ liệu tăng.<br><small>case-studies/dimension-phinh-365-lan.md</small>	case-study scd	data-modeling-basic.tsv
Ngoài phép thử SUM/GROUP BY, còn phép thử nào quyết định cột thuộc dimension hay không?	<b>Cột này đổi nhanh tới mức nào?</b> Đổi nhanh hơn nhịp người ta hỏi về nó thì nó không thuộc dimension. Không ai hỏi "hạng khách lúc 9 giờ sáng 14/03".<br><small>case-studies/dimension-phinh-365-lan.md</small>	case-study scd fact	data-modeling-basic.tsv
Dimension phình 365 lần mà mọi test SCD2 đều xanh — vì sao?	Dimension <b>hoàn toàn đúng</b>: nó ghi lại mọi thay đổi, đúng thứ được yêu cầu. Đây là lỗi <b>quyết định thiết kế</b>, không phải lỗi dữ liệu — và hậu quả xuất hiện dần theo thời gian.<br><small>case-studies/dimension-phinh-365-lan.md</small>	case-study scd testing	data-modeling-basic.tsv
Chỉ số nào cho biết dimension đang phình sai cách?	<code>số dòng dimension / số thực thể phân biệt</code>. Lớn hơn ~10 và vẫn tăng theo tháng là dấu hiệu chắc chắn. Đặt thành test <code>severity: warn</code> có ngưỡng.<br><small>case-studies/dimension-phinh-365-lan.md</small>	case-study scd testing	data-modeling-basic.tsv
Hai mart dùng hai dimension khách hàng riêng — <code>FULL OUTER JOIN</code> hai tập khu vực cho kết quả gì?	<b>Không một giá trị nào khớp</b>: Bắc/Nam bên bán hàng, HN/HCM bên CSKH — bốn dòng, không dòng nào có cả hai cột. Khoá khách cũng khác (<code>KH01</code> vs <code>C-01</code>).<br><small>case-studies/hai-mart-khong-ghep-duoc.md</small>	case-study conformed-dimension	data-modeling-basic.tsv
Vì sao "viết một bảng ánh xạ khu vực" không cứu được hai mart chưa conform?	Ánh xạ đó <b>không tồn tại</b>: HN thuộc Miền Bắc, nhưng "Khác" thuộc miền nào? Đây không phải vấn đề kỹ thuật mà là hai team <b>chưa bao giờ thoả thuận định nghĩa</b>.<br><small>case-studies/hai-mart-khong-ghep-duoc.md</small>	case-study conformed-dimension	data-modeling-basic.tsv
Hai dimension chưa conform nhưng tình cờ dùng <b>cùng tập giá trị</b> — vì sao nguy hiểm hơn?	Số sẽ <b>cộng được</b>, ra kết quả trông hợp lý, và sai. Khi tập giá trị khác nhau thì ít nhất nó gãy lộ liễu.<br><small>case-studies/hai-mart-khong-ghep-duoc.md</small>	case-study conformed-dimension	data-modeling-basic.tsv
Chi phí hợp nhất hai dimension: làm từ đầu so với sửa muộn?	Từ đầu: <b>một cuộc họp</b>.<br>Sửa muộn: nạp lại cả hai fact để gán <code>khach_sk</code>, sửa mọi báo cáo đang chạy, và thuyết phục hai team bỏ bảng của mình.<br><small>case-studies/hai-mart-khong-ghep-duoc.md</small>	case-study conformed-dimension	data-modeling-basic.tsv
Vì sao không test nào bắt được chuyện hai mart không conform?	Không có test nào <b>chạy ngang hai mart</b> — chúng là hai dự án riêng, hai <code>schema.yml</code> riêng, thường hai repo riêng. Chỉ quy trình giúp được, công cụ thì không.<br><small>case-studies/hai-mart-khong-ghep-duoc.md</small>	case-study conformed-dimension testing	data-modeling-basic.tsv
Nghiệp vụ thêm trạng thái "Giao một phần", không ai sửa báo cáo — doanh thu lệch bao nhiêu?	Hụt <b>400.000 trên 1.900.000 = 21%</b>, và không có lỗi nào báo.<br><small>case-studies/them-trang-thai-thu-tam.md</small>	case-study junk-dimension	data-modeling-basic.tsv
Thêm trạng thái mới làm báo cáo sai — điều gì tệ hơn bản thân con số sai?	<b>Năm báo cáo, năm người viết, năm danh sách trạng thái khác nhau.</b> Phải đi tìm từng câu <code>WHERE</code> trong từng dashboard, notebook, model — và không có cách nào chắc đã tìm hết.<br><small>case-studies/them-trang-thai-thu-tam.md</small>	case-study junk-dimension	data-modeling-basic.tsv
Định nghĩa nghiệp vụ nằm rải trong <code>WHERE</code> của từng báo cáo — ba hệ quả?	Không có <b>một chỗ</b> để sửa · không có cách <b>liệt kê</b> những nơi cần sửa · không test nào bảo vệ, vì mỗi bản sao đều <b>tự nhất quán</b>.<br><small>case-studies/them-trang-thai-thu-tam.md</small>	case-study junk-dimension	data-modeling-basic.tsv
<code>accepted_values</code> bảo vệ được tới đâu trong ca "thêm trạng thái thứ tám"?	Chỉ một nửa: nó báo <i>"có giá trị lạ"</i>, không báo <i>"báo cáo của bạn đang bỏ sót giá trị đó"</i>. Và nếu người thêm trạng thái cập nhật luôn danh sách thì test lại xanh, im lặng như cũ.<br><small>case-studies/them-trang-thai-thu-tam.md</small>	case-study junk-dimension testing	data-modeling-basic.tsv
Cách sửa dứt điểm khi danh sách trạng thái bị hardcode ở nhiều nơi?	Đưa định nghĩa vào <b>dimension dưới dạng cột cờ</b> (<code>la_don_hop_le</code>). Thêm trạng thái thứ chín chỉ cần thêm một dòng — mọi báo cáo cập nhật theo, không ai phải nhớ gì.<br><small>case-studies/them-trang-thai-thu-tam.md</small>	case-study junk-dimension	data-modeling-basic.tsv
Fact 4 đơn, join hai vai của <code>dim_thoi_gian</code> (ngày đặt + ngày giao) — còn lại mấy dòng?	<b>2 dòng</b>, mất 50%. Nhóm mất không ngẫu nhiên: <b>toàn bộ đơn đang giao</b> — báo cáo vận hành lại không thấy việc đang chạy.<br><small>case-studies/don-dang-giao-bien-mat.md</small>	case-study role-playing-dimension null	data-modeling-basic.tsv
Join hai vai thời gian làm mất đơn, nhưng join <b>một</b> vai thì số vẫn đúng — vì sao?	Vai thứ nhất (ngày đặt) luôn có giá trị. Lỗi chỉ xuất hiện ở vai của <b>sự kiện chưa xảy ra</b> — <code>ngay_giao_sk</code> là <code>NULL</code>, và <code>NULL = bất kỳ</code> cho ra <code>NULL</code> chứ không phải <code>true</code>.<br><small>case-studies/don-dang-giao-bien-mat.md</small>	case-study role-playing-dimension null	data-modeling-basic.tsv
Vì sao "đơn đang giao biến mất" là lỗi thiết kế chứ không chỉ lỗi query?	Mô hình chiều cổ điển <b>giả định mọi khoá ngoại đều có giá trị</b>. Fact ghi lại một quy trình <i>đang diễn ra</i> thì giả định đó sai — và không có gì trong mô hình cảnh báo.<br><small>case-studies/don-dang-giao-bien-mat.md</small>	case-study role-playing-dimension	data-modeling-basic.tsv
Hai cách sửa cho vai thời gian có thể <code>NULL</code> — cách nào tốt hơn cho hệ thống lớn?	<b>Dòng "chưa xác định" khoá <code>-1</code></b> trong dimension. <code>JOIN</code> thường vẫn dùng được ở mọi nơi, không phụ thuộc người viết query nhớ dùng <code>LEFT JOIN</code>. Đổi lại phải xử lý <code>-1</code> lúc nạp fact.<br><small>case-studies/don-dang-giao-bien-mat.md</small>	case-study role-playing-dimension	data-modeling-basic.tsv
Vì sao <code>not_null</code> không khai được cho <code>ngay_giao_sk</code>, và <code>relationships</code> vẫn xanh?	<code>NULL</code> ở đó là <b>hợp lệ</b> (đơn chưa giao). Còn <code>relationships</code> thì dbt <b>bỏ qua null</b>. Cả hai bảng hoàn hảo; lỗi sinh ra <b>lúc đọc</b>, không lúc ghi.<br><small>case-studies/don-dang-giao-bien-mat.md</small>	case-study testing null	data-modeling-basic.tsv
OBT lưu 4 dòng của <code>KH01</code> với 2 khu vực khác nhau — đâu là khu vực hiện tại?	<b>OBT không biết.</b> Nó chỉ có những ảnh chụp rời rạc, không có khái niệm "phiên bản hiện hành".<br><small>case-studies/chon-obt-roi-can-as-is.md</small>	case-study obt scd	data-modeling-basic.tsv
"Lấy dòng mới nhất của mỗi khách là ra khu vực hiện tại" — sai với nhóm nào?	<b>Khách đã ngừng mua.</b> Dòng mới nhất của họ là khu vực năm 2024; họ có thể đã chuyển nhà hai lần từ đó, và OBT không có cách nào biết vì thông tin chỉ đi vào OBT khi có giao dịch.<br><small>case-studies/chon-obt-roi-can-as-is.md</small>	case-study obt	data-modeling-basic.tsv
Vì sao giả thuyết "lấy dòng mới nhất" đặc biệt nguy hiểm?	Nó <b>đúng với đa số dòng</b> — kiểm mẫu vài khách là thấy hợp lý. Và sai đúng với nhóm khách đã rời bỏ, tức nhóm mà câu hỏi hay nhắm tới.<br><small>case-studies/chon-obt-roi-can-as-is.md</small>	case-study obt	data-modeling-basic.tsv
Phát hiện OBT thiếu as-is sau sáu tháng — chi phí sửa là gì?	Không sửa được bằng query, phải <b>đổi mô hình</b>. Và lịch sử sáu tháng qua <b>mất vĩnh viễn</b>: Type 2 dựng từ hôm nay chỉ có lịch sử từ hôm nay.<br><small>case-studies/chon-obt-roi-can-as-is.md</small>	case-study obt scd	data-modeling-basic.tsv
Một câu SQL chạy được ngay hôm nay để biết OBT của mình có rủi ro as-is?	<code>SELECT khach_id FROM obt GROUP BY 1 HAVING count(DISTINCT khu_vuc) &gt; 1</code><br>Ra kết quả nghĩa là thuộc tính đó <b>có thay đổi theo thời gian</b> mà bạn không lưu được lịch sử ở dạng truy vấn được.<br><small>case-studies/chon-obt-roi-can-as-is.md</small>	case-study obt	data-modeling-basic.tsv
Loại "lỗi" nào mà test về nguyên tắc không bao giờ bắt được?	Khi <b>dữ liệu cần thiết chưa bao giờ được ghi vào</b> — như OBT thiếu as-is. Không bất biến nào bị phá, chỉ có một câu hỏi không trả lời được.<br><small>case-studies/chon-obt-roi-can-as-is.md</small>	case-study obt testing	data-modeling-basic.tsv
Năm chiều chất lượng đầu kiểm cái gì, và vì sao Accuracy khác hẳn?	Năm chiều đầu kiểm <b>hình dạng</b> dữ liệu — trả lời được bằng cách nhìn vào chính bảng đó.<br>Accuracy hỏi <i>"con số này có đúng với thực tế không"</i> — cách duy nhất là <b>đối chiếu với một nguồn khác</b>.<br><small>data-quality/six-dimensions.md</small>	data-quality accuracy	data-modeling-basic.tsv
Nguồn ngừng cập nhật — vì sao mọi test khác vẫn xanh?	Vì dữ liệu <b>cũ</b> vẫn <b>hợp lệ</b>: không trùng, không rỗng, kiểu đúng. Chỉ là nó của tuần trước. Cách duy nhất bắt được là khai ngưỡng tươi trên <b>source</b>.<br><small>data-quality/six-dimensions.md</small>	data-quality freshness	data-modeling-basic.tsv
Test xanh hết mà số trên dashboard vẫn sai — nghi ba thứ nào, theo thứ tự?	1. Sai <b>grain</b> → nhân bản do join.<br>2. Thiếu <b>accuracy</b> → không có gì đối chiếu với nguồn.<br>3. Thiếu <b>timeliness</b> → dữ liệu cũ.<br>Ba nguyên nhân này chiếm gần hết các ca "xanh mà sai".<br><small>data-quality/six-dimensions.md</small>	data-quality testing	data-modeling-basic.tsv
Sáu chiều chất lượng có phải chuẩn chính thức không, và giá trị thật nằm ở đâu?	Không có chuẩn duy nhất — DAMA-DMBOK liệt kê nhiều hơn, tài liệu khác gộp còn bốn. Giá trị nằm ở chỗ <b>có một danh sách để soi</b>, không nằm ở con số sáu.<br><small>data-quality/six-dimensions.md</small>	data-quality	data-modeling-basic.tsv
Viết <code>unique</code> với <code>not_null</code> rồi tin là đã "làm data quality" — bỏ trắng chiều nào?	<b>Timeliness</b> và <b>Accuracy</b> — đúng hai chiều đắt nhất, và là hai bước bị bỏ nhiều nhất trong thứ tự nên làm.<br><small>data-quality/six-dimensions.md</small>	data-quality testing	data-modeling-basic.tsv
Cột <code>so_du</code> cộng theo khách hàng thì ra tổng tài sản hợp lệ, cộng theo thời gian lại ra số vô nghĩa. Tính chất này gọi là gì, và nó thuộc về cái gì?	<b>Semi-additive</b>. Additivity không phải tính chất của riêng số đo mà của <b>cặp (số đo × chiều)</b> — cùng một cột cộng được theo chiều này và không cộng được theo chiều kia.<br><small>reference/fact-and-dimension.md</small>	fact additivity	data-modeling-basic.tsv
Bảng số dư cuối ngày, 2 tài khoản × 3 ngày. <code>sum(so_du)</code> ra 46 triệu trong khi tổng tài sản thật nhiều nhất là 16 triệu. Cơ chế nào tạo ra 46 triệu?	Cùng một khoản tiền bị cộng lại <b>mỗi ngày một lần</b>. Thực thể tồn tại qua nhiều kỳ, nên cộng qua các kỳ là đếm lại chính nó.<br><small>reference/fact-and-dimension.md</small>	fact additivity semi-additive	data-modeling-basic.tsv
Số dư cuối ngày cần gộp theo tháng. Nêu bốn cách gộp hợp lệ và câu hỏi nghiệp vụ ứng với mỗi cách.	<b>Cuối kỳ</b> — hiện còn bao nhiêu. <b>Trung bình</b> — duy trì bình quân bao nhiêu. <b>Max/min</b> — đỉnh/đáy. <b>Đầu kỳ</b> — đối chiếu đầu↔cuối. Sai lầm là dùng <code>sum</code>.<br><small>reference/fact-and-dimension.md</small>	fact additivity semi-additive	data-modeling-basic.tsv
Miền Bắc 90 lỗi/100 đơn, Miền Nam 5 lỗi/1000 đơn. <code>avg</code> của hai tỷ lệ ra 45,25% nhưng tỷ lệ thật là 8,64%. Vì sao lệch?	Hai khu vực có <b>mẫu số chênh 10 lần</b> nhưng <code>avg</code> coi chúng ngang nhau. Tỷ lệ đúng phải là <code>sum(so_loi)/sum(so_don)</code>.<br><small>reference/fact-and-dimension.md</small>	fact additivity non-additive	data-modeling-basic.tsv
Giá trị đơn hàng trung bình: Bắc 10.000 (100 đơn), Nam 50.000.000 (1 đơn). Trung bình của hai con số đó ra 25.005.000, giá trị thật là 504.950. Quy tắc bị vi phạm là gì?	<b>Trung bình của các trung bình không phải trung bình</b> — trừ khi mọi nhóm có cùng số phần tử. Phải tính <code>sum(tong_tien)/sum(so_don)</code>.<br><small>reference/fact-and-dimension.md</small>	fact additivity non-additive	data-modeling-basic.tsv
Khách truy cập duy nhất: ngày 1 có 3, ngày 2 có 2, ngày 3 có 2. Cộng lại được 7 nhưng cả kỳ chỉ có 4 khách. Nguyên nhân?	<code>count distinct</code> là <b>non-additive</b>: một user xuất hiện nhiều ngày bị đếm lại mỗi ngày. Phải đếm distinct trên toàn kỳ từ dữ liệu chi tiết.<br><small>reference/fact-and-dimension.md</small>	fact additivity non-additive	data-modeling-basic.tsv
Ba họ non-additive — tỷ lệ, trung bình đã tính sẵn, và đếm phân biệt — hỏng vì cùng một nguyên nhân gốc. Nguyên nhân đó là gì?	Chúng là <b>kết quả của một phép chia (hoặc gộp) đã thực hiện quá sớm</b>, ở mức chi tiết thấp hơn mức cần báo cáo.<br><small>reference/fact-and-dimension.md</small>	fact additivity non-additive	data-modeling-basic.tsv
Nghiệp vụ cần chỉ số tỷ lệ lỗi trên dashboard. Nên lưu gì vào bảng fact để mọi mức gộp đều đúng?	Lưu <b>tử số và mẫu số</b> (<code>so_loi</code>, <code>so_don</code>), để lớp báo cáo chia. Không lưu sẵn <code>ty_le_loi</code>.<br><small>reference/fact-and-dimension.md</small>	fact additivity non-additive	data-modeling-basic.tsv
Chuẩn bị đưa một cột số vào fact. Phép thử một câu để phân loại additivity của nó là gì?	<b>"Cột này cộng qua hai dòng bất kỳ, kết quả có nghĩa không?"</b> Có với mọi chiều → additive. Chỉ một số chiều → semi-additive. Không chiều nào → non-additive, đừng lưu.<br><small>reference/fact-and-dimension.md</small>	fact additivity	data-modeling-basic.tsv
Xác định một cột là semi-additive rồi. Ngoài việc chọn hàm gộp đúng, còn phải làm gì để người viết báo cáo sáu tháng sau không cộng nhầm?	<b>Ghi chiều nào không cộng được vào mô tả cột</b> trong <code>schema.yml</code> — họ đọc docs sinh ra từ đó, không đọc file kiến thức.<br><small>reference/fact-and-dimension.md</small>	fact additivity documentation	data-modeling-basic.tsv
Chỉ số "người dùng hoạt động hàng tháng" có suy ra được từ bảng đếm người dùng theo ngày không, và vì sao?	Không. <code>count distinct</code> không cộng được, nên phải <b>tính lại từ dữ liệu chi tiết ở đúng mức thời gian cần</b>, hoặc dùng cấu trúc xấp xỉ như HyperLogLog.<br><small>reference/fact-and-dimension.md</small>	fact additivity non-additive	data-modeling-basic.tsv
